1,윤영철,좌투좌타
2,김동헌,우투우타
3,박한결,우투우타
4,박명근,우투우타
5,박태완,우투우타
6,정대선,우투우타
7,문현빈,우투좌타
8,김정운,우투우타
9,김영후,우투우타
10,김정민,좌투좌타
11,김서현,우투우타
12,김재상,우투좌타
13,정준영,좌투좌타
15,황준서,좌투좌타
16,김민석,우투좌타
17,신영우,우투우타
18,이진하,우투우타
19,서현원,우투우타
21,송영진,우투우타
25,김범석,우투우타
